# g, gerr, r, rerr
2.150000000000000000e+01 5.999999999999999778e-02 2.107400000000000162e+01 7.199999999999999456e-02
2.039699999999999847e+01 2.900000000000000147e-02 2.013200000000000145e+01 2.699999999999999969e-02
2.266900000000000048e+01 1.229999999999999982e-01 2.172899999999999920e+01 1.110000000000000014e-01
2.095299999999999940e+01 2.699999999999999969e-02 2.060699999999999932e+01 3.899999999999999994e-02
1.880199999999999960e+01 2.400000000000000050e-02 1.729100000000000037e+01 8.999999999999999320e-03
2.051999999999999957e+01 4.200000000000000261e-02 2.016499999999999915e+01 3.899999999999999994e-02
2.127899999999999991e+01 9.099999999999999756e-02 2.072800000000000153e+01 8.899999999999999578e-02
1.978900000000000148e+01 2.599999999999999881e-02 1.943499999999999872e+01 2.199999999999999872e-02
2.059199999999999875e+01 8.300000000000000433e-02 2.012000000000000099e+01 7.299999999999999545e-02
2.210200000000000031e+01 9.900000000000000466e-02 2.094500000000000028e+01 7.399999999999999634e-02
2.335699999999999932e+01 2.340000000000000135e-01 2.163100000000000023e+01 1.079999999999999988e-01
2.003399999999999892e+01 2.500000000000000139e-02 1.969900000000000162e+01 2.299999999999999961e-02
2.062600000000000122e+01 3.099999999999999978e-02 2.032600000000000051e+01 2.800000000000000058e-02
2.044699999999999918e+01 2.400000000000000050e-02 2.008200000000000074e+01 2.900000000000000147e-02
2.228399999999999892e+01 9.199999999999999845e-02 2.166100000000000136e+01 7.699999999999999900e-02
2.185000000000000142e+01 7.299999999999999545e-02 2.135600000000000165e+01 7.299999999999999545e-02
2.096000000000000085e+01 3.099999999999999978e-02 2.057900000000000063e+01 4.100000000000000172e-02
2.235999999999999943e+01 1.170000000000000068e-01 2.101899999999999835e+01 5.099999999999999672e-02
2.062300000000000111e+01 3.300000000000000155e-02 2.024200000000000088e+01 3.200000000000000067e-02
2.030099999999999838e+01 2.599999999999999881e-02 1.993799999999999883e+01 2.299999999999999961e-02
2.049800000000000111e+01 2.900000000000000147e-02 2.016700000000000159e+01 3.300000000000000155e-02
2.209700000000000131e+01 8.699999999999999400e-02 2.067399999999999949e+01 3.400000000000000244e-02
1.869699999999999918e+01 1.299999999999999940e-02 1.831800000000000139e+01 1.200000000000000025e-02
1.832799999999999940e+01 1.200000000000000025e-02 1.742399999999999949e+01 1.299999999999999940e-02
1.982499999999999929e+01 2.100000000000000130e-02 1.953800000000000026e+01 2.000000000000000042e-02
2.237999999999999901e+01 1.089999999999999997e-01 2.187099999999999866e+01 1.270000000000000018e-01
1.931099999999999994e+01 1.499999999999999944e-02 1.895700000000000074e+01 1.600000000000000033e-02
2.185099999999999909e+01 8.000000000000000167e-02 2.137800000000000011e+01 8.999999999999999667e-02
2.107000000000000028e+01 5.099999999999999672e-02 2.062500000000000000e+01 4.399999999999999745e-02
2.041199999999999903e+01 3.500000000000000333e-02 1.997100000000000009e+01 2.500000000000000139e-02
2.187199999999999989e+01 7.000000000000000666e-02 2.109799999999999898e+01 6.700000000000000400e-02
2.132400000000000162e+01 5.399999999999999939e-02 2.090800000000000125e+01 5.500000000000000028e-02
2.297700000000000031e+01 1.479999999999999927e-01 2.154400000000000048e+01 8.500000000000000611e-02
2.196699999999999875e+01 8.100000000000000255e-02 2.132999999999999829e+01 7.299999999999999545e-02
2.012300000000000111e+01 2.400000000000000050e-02 1.977700000000000102e+01 2.100000000000000130e-02
2.253500000000000014e+01 1.829999999999999960e-01 2.157600000000000051e+01 1.100000000000000006e-01
2.188700000000000045e+01 6.900000000000000577e-02 2.149899999999999878e+01 7.499999999999999722e-02
2.197200000000000131e+01 9.099999999999999756e-02 2.141799999999999926e+01 7.900000000000000078e-02
2.115500000000000114e+01 4.100000000000000172e-02 2.065899999999999892e+01 3.400000000000000244e-02
2.096799999999999997e+01 3.899999999999999994e-02 2.063400000000000034e+01 3.599999999999999728e-02
2.223499999999999943e+01 1.089999999999999997e-01 2.146199999999999974e+01 8.100000000000000255e-02
2.313700000000000045e+01 1.950000000000000067e-01 2.159900000000000020e+01 9.700000000000000289e-02
1.989399999999999835e+01 4.399999999999999745e-02 1.957799999999999940e+01 1.700000000000000122e-02
2.360699999999999932e+01 3.280000000000000138e-01 2.137600000000000122e+01 5.899999999999999689e-02
2.129899999999999949e+01 4.100000000000000172e-02 2.084100000000000108e+01 4.800000000000000100e-02
2.238100000000000023e+01 1.250000000000000000e-01 2.190299999999999869e+01 1.300000000000000044e-01
2.137999999999999901e+01 3.699999999999999817e-02 2.103300000000000125e+01 5.899999999999999689e-02
2.112600000000000122e+01 3.799999999999999906e-02 2.071099999999999852e+01 5.099999999999999672e-02
2.107999999999999829e+01 5.099999999999999672e-02 2.071199999999999974e+01 5.700000000000000205e-02
2.167099999999999937e+01 6.199999999999999956e-02 2.111799999999999855e+01 6.199999999999999956e-02
2.202100000000000080e+01 8.300000000000000433e-02 2.140500000000000114e+01 7.900000000000000078e-02
1.849299999999999855e+01 1.299999999999999940e-02 1.800400000000000134e+01 1.400000000000000029e-02
2.068499999999999872e+01 2.699999999999999969e-02 2.015399999999999991e+01 2.699999999999999969e-02
2.130699999999999861e+01 4.499999999999999833e-02 2.084799999999999898e+01 4.399999999999999745e-02
1.933899999999999864e+01 1.499999999999999944e-02 1.904899999999999949e+01 1.799999999999999864e-02
1.946300000000000097e+01 2.100000000000000130e-02 1.917999999999999972e+01 1.700000000000000122e-02
2.101999999999999957e+01 4.000000000000000083e-02 2.080199999999999960e+01 5.500000000000000028e-02
1.954100000000000037e+01 1.899999999999999953e-02 1.818499999999999872e+01 1.099999999999999936e-02
2.261700000000000088e+01 1.489999999999999936e-01 2.105799999999999983e+01 6.400000000000000133e-02
2.238400000000000034e+01 1.260000000000000009e-01 2.108399999999999963e+01 5.999999999999999778e-02
1.929500000000000171e+01 1.799999999999999864e-02 1.903000000000000114e+01 1.600000000000000033e-02
2.106800000000000139e+01 4.100000000000000172e-02 2.066199999999999903e+01 4.800000000000000100e-02
2.164600000000000080e+01 9.600000000000000200e-02 2.111700000000000088e+01 8.799999999999999489e-02
2.054599999999999937e+01 2.800000000000000058e-02 2.022500000000000142e+01 2.900000000000000147e-02
2.141799999999999926e+01 6.400000000000000133e-02 2.098900000000000077e+01 5.899999999999999689e-02
2.230499999999999972e+01 9.600000000000000200e-02 2.171499999999999986e+01 9.500000000000000111e-02
1.867999999999999972e+01 1.400000000000000029e-02 1.826699999999999946e+01 1.200000000000000025e-02
2.056500000000000128e+01 2.400000000000000050e-02 2.018400000000000105e+01 3.099999999999999978e-02
1.967999999999999972e+01 2.500000000000000139e-02 1.931599999999999895e+01 2.800000000000000058e-02
2.195299999999999940e+01 9.099999999999999756e-02 2.145799999999999841e+01 9.600000000000000200e-02
2.184600000000000009e+01 7.199999999999999456e-02 2.131700000000000017e+01 7.199999999999999456e-02
2.254100000000000037e+01 1.360000000000000098e-01 2.113100000000000023e+01 5.199999999999999761e-02
2.064799999999999969e+01 2.999999999999999889e-02 1.987600000000000122e+01 2.199999999999999872e-02
2.061599999999999966e+01 3.200000000000000067e-02 1.925600000000000023e+01 1.400000000000000029e-02
2.123300000000000054e+01 5.000000000000000278e-02 2.074200000000000088e+01 4.800000000000000100e-02
2.032100000000000151e+01 2.699999999999999969e-02 1.990299999999999869e+01 2.900000000000000147e-02
2.179400000000000048e+01 7.399999999999999634e-02 2.128000000000000114e+01 5.800000000000000294e-02
2.211599999999999966e+01 8.599999999999999312e-02 2.167899999999999849e+01 1.039999999999999952e-01
2.127299999999999969e+01 4.900000000000000189e-02 2.091600000000000037e+01 4.299999999999999656e-02
2.149099999999999966e+01 6.199999999999999956e-02 2.113899999999999935e+01 5.600000000000000117e-02
2.162999999999999901e+01 7.199999999999999456e-02 2.105399999999999849e+01 5.500000000000000028e-02
2.196199999999999974e+01 7.499999999999999722e-02 2.141100000000000136e+01 9.500000000000000111e-02
2.211299999999999955e+01 8.300000000000000433e-02 2.170799999999999841e+01 9.900000000000000466e-02
1.969399999999999906e+01 1.799999999999999864e-02 1.907600000000000051e+01 1.600000000000000033e-02
2.186700000000000088e+01 8.000000000000000167e-02 2.119600000000000151e+01 6.199999999999999956e-02
2.268499999999999872e+01 1.630000000000000060e-01 2.125900000000000034e+01 8.200000000000000344e-02
2.218700000000000117e+01 1.019999999999999934e-01 2.161599999999999966e+01 8.100000000000000255e-02
2.005999999999999872e+01 2.000000000000000042e-02 1.978000000000000114e+01 2.500000000000000139e-02
2.120499999999999829e+01 4.800000000000000100e-02 2.078500000000000014e+01 4.200000000000000261e-02
2.053300000000000125e+01 3.200000000000000067e-02 2.022800000000000153e+01 3.699999999999999817e-02
1.984700000000000131e+01 1.799999999999999864e-02 1.956299999999999883e+01 1.799999999999999864e-02
2.216700000000000159e+01 7.599999999999999811e-02 2.169000000000000128e+01 1.049999999999999961e-01
2.189900000000000091e+01 8.100000000000000255e-02 2.142599999999999838e+01 8.799999999999999489e-02
2.286400000000000077e+01 1.749999999999999889e-01 2.201300000000000168e+01 1.320000000000000062e-01
2.224699999999999989e+01 1.120000000000000023e-01 2.078999999999999915e+01 5.299999999999999850e-02
1.983800000000000097e+01 2.000000000000000042e-02 1.956299999999999883e+01 2.100000000000000130e-02
1.962999999999999901e+01 2.299999999999999961e-02 1.934299999999999997e+01 2.100000000000000130e-02
1.944999999999999929e+01 1.600000000000000033e-02 1.915599999999999881e+01 1.700000000000000122e-02
2.212999999999999901e+01 1.110000000000000014e-01 2.137500000000000000e+01 8.000000000000000167e-02
1.599000000000000021e+01 8.999999999999999320e-03 1.546799999999999997e+01 1.099999999999999936e-02
2.225900000000000034e+01 1.100000000000000006e-01 2.143900000000000006e+01 7.900000000000000078e-02
2.045799999999999841e+01 2.900000000000000147e-02 2.013899999999999935e+01 3.400000000000000244e-02
2.079200000000000159e+01 3.799999999999999906e-02 2.043299999999999983e+01 3.799999999999999906e-02
2.166799999999999926e+01 8.100000000000000255e-02 2.135099999999999909e+01 1.370000000000000107e-01
2.084400000000000119e+01 3.200000000000000067e-02 2.045499999999999829e+01 3.899999999999999994e-02
2.171999999999999886e+01 6.300000000000000044e-02 2.124599999999999866e+01 6.600000000000000311e-02
2.066100000000000136e+01 3.400000000000000244e-02 2.023600000000000065e+01 3.699999999999999817e-02
1.625300000000000011e+01 8.000000000000000167e-03 1.596000000000000085e+01 8.999999999999999320e-03
2.065399999999999991e+01 3.899999999999999994e-02 2.027299999999999969e+01 2.900000000000000147e-02
2.115899999999999892e+01 4.800000000000000100e-02 2.071799999999999997e+01 4.700000000000000011e-02
1.980099999999999838e+01 2.199999999999999872e-02 1.947400000000000020e+01 2.299999999999999961e-02
2.146499999999999986e+01 5.600000000000000117e-02 2.093499999999999872e+01 6.099999999999999867e-02
2.093700000000000117e+01 4.000000000000000083e-02 2.065200000000000102e+01 4.599999999999999922e-02
9.999899999999999523e+01 9.999000000000000554e+00 2.173300000000000054e+01 9.500000000000000111e-02
2.182999999999999829e+01 6.199999999999999956e-02 2.121099999999999852e+01 6.199999999999999956e-02
2.137399999999999878e+01 1.160000000000000059e-01 2.059400000000000119e+01 5.299999999999999850e-02
1.784799999999999898e+01 1.400000000000000029e-02 1.733599999999999852e+01 1.000000000000000021e-02
1.686700000000000088e+01 8.999999999999999320e-03 1.640299999999999869e+01 1.099999999999999936e-02
2.022500000000000142e+01 2.299999999999999961e-02 1.987999999999999901e+01 2.599999999999999881e-02
1.921499999999999986e+01 2.199999999999999872e-02 1.897599999999999909e+01 1.600000000000000033e-02
2.016199999999999903e+01 2.100000000000000130e-02 1.986599999999999966e+01 2.800000000000000058e-02
2.243199999999999861e+01 1.310000000000000053e-01 2.178600000000000136e+01 1.079999999999999988e-01
2.197100000000000009e+01 7.000000000000000666e-02 2.144200000000000017e+01 7.599999999999999811e-02
2.192500000000000071e+01 9.500000000000000111e-02 2.157499999999999929e+01 9.700000000000000289e-02
2.153900000000000148e+01 5.800000000000000294e-02 2.121600000000000108e+01 6.300000000000000044e-02
2.178399999999999892e+01 6.600000000000000311e-02 2.120499999999999829e+01 6.500000000000000222e-02
2.157900000000000063e+01 5.299999999999999850e-02 2.115599999999999881e+01 6.500000000000000222e-02
2.145799999999999841e+01 4.800000000000000100e-02 2.097400000000000020e+01 4.700000000000000011e-02
2.205399999999999849e+01 9.099999999999999756e-02 2.160600000000000165e+01 9.500000000000000111e-02
2.246999999999999886e+01 1.250000000000000000e-01 2.156400000000000006e+01 8.599999999999999312e-02
2.235099999999999909e+01 1.069999999999999979e-01 2.184499999999999886e+01 1.130000000000000032e-01
1.935300000000000153e+01 2.000000000000000042e-02 1.907799999999999940e+01 1.700000000000000122e-02
1.932300000000000040e+01 1.799999999999999864e-02 1.897500000000000142e+01 1.600000000000000033e-02
2.092000000000000171e+01 3.200000000000000067e-02 2.044800000000000040e+01 3.300000000000000155e-02
2.202100000000000080e+01 7.499999999999999722e-02 2.131700000000000017e+01 7.799999999999999989e-02
2.119300000000000139e+01 3.799999999999999906e-02 2.070499999999999829e+01 4.499999999999999833e-02
2.271199999999999974e+01 1.789999999999999925e-01 2.182000000000000028e+01 1.160000000000000059e-01
2.006800000000000139e+01 2.500000000000000139e-02 1.978399999999999892e+01 2.199999999999999872e-02
2.249299999999999855e+01 1.150000000000000050e-01 2.186799999999999855e+01 1.000000000000000056e-01
1.924699999999999989e+01 1.400000000000000029e-02 1.892699999999999960e+01 1.600000000000000033e-02
2.123600000000000065e+01 4.499999999999999833e-02 2.079599999999999937e+01 4.700000000000000011e-02
1.909299999999999997e+01 1.499999999999999944e-02 1.882400000000000162e+01 1.499999999999999944e-02
2.076699999999999946e+01 4.399999999999999745e-02 2.027799999999999869e+01 4.800000000000000100e-02
2.078999999999999915e+01 3.699999999999999817e-02 2.033800000000000097e+01 2.800000000000000058e-02
2.157900000000000063e+01 5.700000000000000205e-02 2.115399999999999991e+01 5.999999999999999778e-02
2.150600000000000023e+01 5.199999999999999761e-02 2.045899999999999963e+01 4.200000000000000261e-02
2.212699999999999889e+01 9.400000000000000022e-02 2.157900000000000063e+01 9.199999999999999845e-02
2.029599999999999937e+01 2.999999999999999889e-02 1.993900000000000006e+01 2.900000000000000147e-02
2.135800000000000054e+01 4.399999999999999745e-02 2.082999999999999829e+01 4.499999999999999833e-02
1.954100000000000037e+01 2.000000000000000042e-02 1.896399999999999864e+01 1.400000000000000029e-02
2.140500000000000114e+01 6.300000000000000044e-02 2.090500000000000114e+01 4.599999999999999922e-02
1.939499999999999957e+01 2.699999999999999969e-02 1.913500000000000156e+01 1.600000000000000033e-02
1.963100000000000023e+01 2.000000000000000042e-02 1.935000000000000142e+01 1.799999999999999864e-02
2.102499999999999858e+01 4.499999999999999833e-02 2.058699999999999974e+01 5.099999999999999672e-02
2.034400000000000119e+01 2.900000000000000147e-02 2.004200000000000159e+01 2.299999999999999961e-02
2.094800000000000040e+01 4.299999999999999656e-02 2.061400000000000077e+01 4.599999999999999922e-02
2.077499999999999858e+01 3.699999999999999817e-02 2.044800000000000040e+01 3.799999999999999906e-02
2.164099999999999824e+01 5.000000000000000278e-02 2.118700000000000117e+01 6.199999999999999956e-02
2.029599999999999937e+01 2.299999999999999961e-02 1.993499999999999872e+01 2.400000000000000050e-02
2.108099999999999952e+01 4.900000000000000189e-02 2.071000000000000085e+01 4.399999999999999745e-02
2.188200000000000145e+01 6.600000000000000311e-02 2.122100000000000009e+01 8.200000000000000344e-02
1.929599999999999937e+01 1.799999999999999864e-02 1.899399999999999977e+01 1.600000000000000033e-02
2.137099999999999866e+01 5.000000000000000278e-02 2.083200000000000074e+01 4.800000000000000100e-02
2.203900000000000148e+01 8.300000000000000433e-02 2.132199999999999918e+01 7.099999999999999367e-02
2.166600000000000037e+01 5.500000000000000028e-02 2.126099999999999923e+01 6.900000000000000577e-02
1.991000000000000014e+01 1.899999999999999953e-02 1.961700000000000088e+01 2.400000000000000050e-02
2.214900000000000091e+01 1.010000000000000064e-01 2.177199999999999847e+01 1.270000000000000018e-01
2.123300000000000054e+01 8.300000000000000433e-02 2.077799999999999869e+01 8.599999999999999312e-02
1.974500000000000099e+01 2.199999999999999872e-02 1.944600000000000151e+01 1.899999999999999953e-02
2.172400000000000020e+01 7.900000000000000078e-02 2.142599999999999838e+01 9.700000000000000289e-02
1.978500000000000014e+01 2.299999999999999961e-02 1.950300000000000011e+01 2.199999999999999872e-02
1.927199999999999847e+01 2.400000000000000050e-02 1.774399999999999977e+01 1.200000000000000025e-02
2.123900000000000077e+01 4.700000000000000011e-02 1.987900000000000134e+01 2.900000000000000147e-02
1.705799999999999983e+01 8.000000000000000167e-03 1.650600000000000023e+01 8.000000000000000167e-03
1.961199999999999832e+01 1.899999999999999953e-02 1.933599999999999852e+01 2.000000000000000042e-02
2.025700000000000145e+01 2.599999999999999881e-02 1.988500000000000156e+01 2.900000000000000147e-02
2.149299999999999855e+01 6.199999999999999956e-02 2.098100000000000165e+01 5.800000000000000294e-02
2.191400000000000148e+01 7.499999999999999722e-02 2.133999999999999986e+01 6.800000000000000488e-02
1.936799999999999855e+01 1.299999999999999940e-02 1.905199999999999960e+01 1.499999999999999944e-02
2.142999999999999972e+01 5.000000000000000278e-02 2.101300000000000168e+01 6.700000000000000400e-02
2.176800000000000068e+01 6.800000000000000488e-02 2.128300000000000125e+01 1.029999999999999943e-01
2.361700000000000088e+01 3.119999999999999996e-01 2.216000000000000014e+01 1.700000000000000122e-01
2.091600000000000037e+01 4.100000000000000172e-02 2.063700000000000045e+01 4.299999999999999656e-02
1.927299999999999969e+01 1.600000000000000033e-02 1.895400000000000063e+01 1.299999999999999940e-02
9.999899999999999523e+01 9.999000000000000554e+00 2.287600000000000122e+01 2.929999999999999827e-01
1.965599999999999881e+01 3.099999999999999978e-02 1.935200000000000031e+01 2.199999999999999872e-02
2.252899999999999991e+01 1.290000000000000036e-01 2.199599999999999866e+01 1.370000000000000107e-01
2.026099999999999923e+01 2.500000000000000139e-02 1.999200000000000088e+01 2.599999999999999881e-02
1.548700000000000010e+01 6.000000000000000125e-03 1.496000000000000085e+01 1.799999999999999864e-02
2.082799999999999940e+01 3.099999999999999978e-02 2.042099999999999937e+01 3.500000000000000333e-02
2.145799999999999841e+01 4.900000000000000189e-02 2.105699999999999861e+01 5.399999999999999939e-02
2.092099999999999937e+01 3.099999999999999978e-02 2.050000000000000000e+01 3.599999999999999728e-02
2.169099999999999895e+01 7.499999999999999722e-02 2.110800000000000054e+01 6.099999999999999867e-02
2.117099999999999937e+01 4.700000000000000011e-02 2.073499999999999943e+01 4.700000000000000011e-02
2.095700000000000074e+01 4.399999999999999745e-02 2.058500000000000085e+01 3.200000000000000067e-02
1.929299999999999926e+01 1.700000000000000122e-02 1.894300000000000139e+01 1.400000000000000029e-02
2.068900000000000006e+01 3.699999999999999817e-02 2.029299999999999926e+01 3.799999999999999906e-02
2.130199999999999960e+01 4.900000000000000189e-02 2.075400000000000134e+01 5.600000000000000117e-02
1.757000000000000028e+01 8.999999999999999320e-03 1.713100000000000023e+01 8.000000000000000167e-03
2.072400000000000020e+01 3.400000000000000244e-02 2.045100000000000051e+01 2.999999999999999889e-02
2.146099999999999852e+01 5.299999999999999850e-02 2.099899999999999878e+01 5.000000000000000278e-02
2.050900000000000034e+01 2.699999999999999969e-02 2.014099999999999824e+01 3.200000000000000067e-02
2.092699999999999960e+01 4.700000000000000011e-02 2.048999999999999844e+01 4.000000000000000083e-02
2.200400000000000134e+01 8.300000000000000433e-02 2.138599999999999923e+01 7.299999999999999545e-02
2.108999999999999986e+01 3.400000000000000244e-02 2.068100000000000094e+01 3.799999999999999906e-02
1.944399999999999906e+01 1.499999999999999944e-02 1.919300000000000139e+01 1.899999999999999953e-02
2.235300000000000153e+01 1.179999999999999938e-01 2.205799999999999983e+01 1.690000000000000113e-01
2.122500000000000142e+01 4.399999999999999745e-02 2.067500000000000071e+01 2.999999999999999889e-02
2.165099999999999980e+01 6.800000000000000488e-02 2.122599999999999909e+01 7.000000000000000666e-02
2.170499999999999829e+01 6.500000000000000222e-02 2.121199999999999974e+01 6.900000000000000577e-02
1.731899999999999906e+01 1.400000000000000029e-02 1.676800000000000068e+01 8.000000000000000167e-03
2.012800000000000011e+01 2.699999999999999969e-02 1.982499999999999929e+01 2.500000000000000139e-02
2.072500000000000142e+01 3.400000000000000244e-02 2.034600000000000009e+01 3.699999999999999817e-02
2.195700000000000074e+01 8.100000000000000255e-02 2.115899999999999892e+01 7.900000000000000078e-02
2.049299999999999855e+01 2.299999999999999961e-02 2.012800000000000011e+01 2.599999999999999881e-02
1.985699999999999932e+01 4.399999999999999745e-02 1.890599999999999881e+01 1.700000000000000122e-02
2.055999999999999872e+01 4.399999999999999745e-02 2.017699999999999960e+01 4.100000000000000172e-02
1.616700000000000159e+01 1.200000000000000025e-02 1.486400000000000077e+01 8.999999999999999320e-03
2.186899999999999977e+01 7.599999999999999811e-02 2.142500000000000071e+01 7.599999999999999811e-02
2.187099999999999866e+01 5.700000000000000205e-02 2.128399999999999892e+01 6.700000000000000400e-02
2.200300000000000011e+01 5.899999999999999689e-02 2.140500000000000114e+01 9.299999999999999933e-02
2.144800000000000040e+01 6.400000000000000133e-02 2.106200000000000117e+01 5.299999999999999850e-02
2.189499999999999957e+01 7.399999999999999634e-02 2.081700000000000017e+01 4.900000000000000189e-02
2.196300000000000097e+01 7.900000000000000078e-02 2.149899999999999878e+01 8.000000000000000167e-02
2.155199999999999960e+01 8.500000000000000611e-02 2.095100000000000051e+01 5.199999999999999761e-02
1.925700000000000145e+01 1.499999999999999944e-02 1.895400000000000063e+01 1.600000000000000033e-02
2.229299999999999926e+01 9.900000000000000466e-02 2.163700000000000045e+01 1.010000000000000064e-01
2.106700000000000017e+01 7.900000000000000078e-02 2.053699999999999903e+01 6.400000000000000133e-02
2.137399999999999878e+01 4.399999999999999745e-02 1.988899999999999935e+01 1.899999999999999953e-02
1.967999999999999972e+01 2.100000000000000130e-02 1.935099999999999909e+01 2.000000000000000042e-02
2.211599999999999966e+01 9.299999999999999933e-02 2.152700000000000102e+01 8.400000000000000522e-02
2.104799999999999827e+01 3.799999999999999906e-02 2.064600000000000080e+01 4.100000000000000172e-02
1.713200000000000145e+01 1.000000000000000021e-02 1.681400000000000006e+01 1.200000000000000025e-02
2.117200000000000060e+01 7.099999999999999367e-02 2.084700000000000131e+01 6.900000000000000577e-02
2.022200000000000131e+01 2.599999999999999881e-02 1.995100000000000051e+01 2.699999999999999969e-02
1.970899999999999963e+01 1.799999999999999864e-02 1.913700000000000045e+01 1.600000000000000033e-02
1.676000000000000156e+01 8.000000000000000167e-03 1.615800000000000125e+01 1.000000000000000021e-02
1.884700000000000131e+01 1.200000000000000025e-02 1.810300000000000153e+01 1.299999999999999940e-02
2.065800000000000125e+01 3.099999999999999978e-02 2.023000000000000043e+01 3.500000000000000333e-02
2.076500000000000057e+01 2.800000000000000058e-02 2.042099999999999937e+01 4.200000000000000261e-02
2.165299999999999869e+01 7.199999999999999456e-02 2.112800000000000011e+01 6.300000000000000044e-02
2.096799999999999997e+01 3.300000000000000155e-02 2.065700000000000003e+01 4.100000000000000172e-02
2.118900000000000006e+01 4.100000000000000172e-02 2.075799999999999912e+01 4.599999999999999922e-02
2.092599999999999838e+01 4.100000000000000172e-02 2.060099999999999909e+01 3.799999999999999906e-02
2.014600000000000080e+01 2.900000000000000147e-02 1.981200000000000117e+01 2.400000000000000050e-02
2.103099999999999881e+01 6.800000000000000488e-02 2.058899999999999864e+01 4.299999999999999656e-02
2.112900000000000134e+01 4.399999999999999745e-02 2.066400000000000148e+01 5.600000000000000117e-02
1.945599999999999952e+01 1.600000000000000033e-02 1.916300000000000026e+01 1.700000000000000122e-02
2.215599999999999881e+01 9.900000000000000466e-02 2.155199999999999960e+01 7.699999999999999900e-02
2.051899999999999835e+01 3.200000000000000067e-02 2.020299999999999940e+01 2.999999999999999889e-02
2.166600000000000037e+01 5.800000000000000294e-02 2.123100000000000165e+01 7.900000000000000078e-02
2.060399999999999920e+01 3.200000000000000067e-02 2.026300000000000168e+01 3.200000000000000067e-02
2.205300000000000082e+01 7.900000000000000078e-02 2.181299999999999883e+01 8.999999999999999667e-02
2.120899999999999963e+01 4.900000000000000189e-02 2.084299999999999997e+01 4.299999999999999656e-02
2.185099999999999909e+01 8.200000000000000344e-02 2.145200000000000173e+01 8.999999999999999667e-02
2.144900000000000162e+01 4.499999999999999833e-02 2.028699999999999903e+01 3.300000000000000155e-02
2.046699999999999875e+01 2.900000000000000147e-02 2.014699999999999847e+01 2.800000000000000058e-02
2.092800000000000082e+01 3.899999999999999994e-02 1.956200000000000117e+01 2.199999999999999872e-02
2.017500000000000071e+01 2.100000000000000130e-02 1.983200000000000074e+01 2.599999999999999881e-02
2.205000000000000071e+01 8.899999999999999578e-02 2.076200000000000045e+01 4.100000000000000172e-02
2.135800000000000054e+01 5.199999999999999761e-02 2.088200000000000145e+01 5.000000000000000278e-02
2.298699999999999832e+01 1.610000000000000042e-01 2.197700000000000031e+01 1.150000000000000050e-01
2.051000000000000156e+01 2.699999999999999969e-02 2.012900000000000134e+01 2.800000000000000058e-02
1.708099999999999952e+01 7.000000000000000146e-03 1.650199999999999889e+01 1.000000000000000021e-02
2.034299999999999997e+01 4.000000000000000083e-02 1.999200000000000088e+01 5.000000000000000278e-02
2.212900000000000134e+01 8.200000000000000344e-02 2.168299999999999983e+01 7.799999999999999989e-02
2.082400000000000162e+01 4.000000000000000083e-02 2.048900000000000077e+01 5.099999999999999672e-02
2.169699999999999918e+01 6.700000000000000400e-02 2.129400000000000048e+01 7.399999999999999634e-02
2.217099999999999937e+01 8.500000000000000611e-02 2.194699999999999918e+01 1.360000000000000098e-01
2.201300000000000168e+01 7.199999999999999456e-02 2.149899999999999878e+01 1.079999999999999988e-01
2.126899999999999835e+01 4.399999999999999745e-02 2.081099999999999994e+01 4.599999999999999922e-02
2.252700000000000102e+01 1.049999999999999961e-01 2.189199999999999946e+01 1.120000000000000023e-01
2.108899999999999864e+01 3.899999999999999994e-02 2.080000000000000071e+01 5.600000000000000117e-02
2.038200000000000145e+01 2.699999999999999969e-02 2.007300000000000040e+01 2.999999999999999889e-02
2.046499999999999986e+01 3.300000000000000155e-02 2.009499999999999886e+01 4.100000000000000172e-02
1.977400000000000091e+01 2.199999999999999872e-02 1.827100000000000080e+01 1.099999999999999936e-02
2.225700000000000145e+01 1.029999999999999943e-01 2.172700000000000031e+01 1.029999999999999943e-01
2.022200000000000131e+01 3.699999999999999817e-02 1.989300000000000068e+01 3.099999999999999978e-02
2.132000000000000028e+01 4.200000000000000261e-02 2.079400000000000048e+01 4.800000000000000100e-02
2.227199999999999847e+01 1.049999999999999961e-01 2.170400000000000063e+01 1.140000000000000041e-01
2.165099999999999980e+01 6.600000000000000311e-02 2.118599999999999994e+01 7.299999999999999545e-02
2.207199999999999918e+01 8.699999999999999400e-02 2.125199999999999889e+01 5.999999999999999778e-02
1.866199999999999903e+01 1.200000000000000025e-02 1.802100000000000080e+01 1.299999999999999940e-02
2.204599999999999937e+01 1.019999999999999934e-01 2.167099999999999937e+01 1.110000000000000014e-01
2.092000000000000171e+01 3.400000000000000244e-02 2.053000000000000114e+01 4.100000000000000172e-02
2.090700000000000003e+01 2.699999999999999969e-02 2.046900000000000119e+01 4.200000000000000261e-02
2.159299999999999997e+01 5.999999999999999778e-02 2.099099999999999966e+01 5.299999999999999850e-02
1.965800000000000125e+01 1.899999999999999953e-02 1.935399999999999920e+01 1.899999999999999953e-02
1.792200000000000060e+01 1.700000000000000122e-02 1.740500000000000114e+01 1.200000000000000025e-02
2.169500000000000028e+01 7.699999999999999900e-02 2.030900000000000105e+01 3.599999999999999728e-02
2.098400000000000176e+01 4.000000000000000083e-02 1.957100000000000151e+01 2.100000000000000130e-02
