# B, V
1.360300000000000153e+01 1.303700000000000081e+01
1.512399999999999878e+01 1.332499999999999929e+01
1.588199999999999967e+01 1.504299999999999926e+01
1.649500000000000099e+01 1.578599999999999959e+01
1.356499999999999950e+01 1.318699999999999939e+01
1.431999999999999851e+01 1.387299999999999933e+01
1.660900000000000176e+01 1.590000000000000036e+01
1.689099999999999824e+01 1.611899999999999977e+01
1.577800000000000047e+01 1.522100000000000009e+01
1.482600000000000051e+01 1.330000000000000071e+01
1.651200000000000045e+01 1.584800000000000075e+01
1.691900000000000048e+01 1.594699999999999918e+01
1.713299999999999912e+01 1.629599999999999937e+01
1.574599999999999866e+01 1.495599999999999952e+01
1.563400000000000034e+01 1.511299999999999955e+01
1.703400000000000247e+01 1.612900000000000134e+01
1.653000000000000114e+01 1.567500000000000071e+01
1.496400000000000041e+01 1.418800000000000061e+01
1.446400000000000041e+01 1.403500000000000014e+01
1.562000000000000099e+01 1.475500000000000078e+01
1.353899999999999970e+01 1.318099999999999916e+01
1.435200000000000031e+01 1.367999999999999972e+01
1.378300000000000125e+01 1.324200000000000088e+01
1.255299999999999905e+01 1.225099999999999945e+01
1.667099999999999937e+01 1.564100000000000001e+01
1.657700000000000173e+01 1.589400000000000013e+01
1.687699999999999889e+01 1.580199999999999960e+01
1.632499999999999929e+01 1.568800000000000061e+01
1.658699999999999974e+01 1.572400000000000020e+01
1.632900000000000063e+01 1.551500000000000057e+01
1.334900000000000020e+01 1.303500000000000014e+01
1.185500000000000043e+01 1.154199999999999982e+01
1.352100000000000080e+01 1.307000000000000028e+01
1.515499999999999936e+01 1.469999999999999929e+01
1.544700000000000095e+01 1.483900000000000041e+01
1.456799999999999962e+01 1.411999999999999922e+01
1.292500000000000071e+01 1.142500000000000071e+01
1.639300000000000068e+01 1.504400000000000048e+01
1.647700000000000031e+01 1.570400000000000063e+01
1.516699999999999982e+01 1.433399999999999963e+01
1.283900000000000041e+01 1.254400000000000048e+01
1.523399999999999999e+01 1.476600000000000001e+01
1.480400000000000027e+01 1.438100000000000023e+01
1.681400000000000006e+01 1.604500000000000171e+01
1.569000000000000128e+01 1.514300000000000068e+01
1.618700000000000117e+01 1.532600000000000051e+01
1.304800000000000004e+01 1.271700000000000053e+01
1.726299999999999812e+01 1.636599999999999966e+01
1.633099999999999952e+01 1.543399999999999928e+01
1.344599999999999973e+01 1.310399999999999920e+01
1.537800000000000011e+01 1.485999999999999943e+01
1.663200000000000145e+01 1.579400000000000048e+01
1.631400000000000006e+01 1.565199999999999925e+01
1.552400000000000091e+01 1.499000000000000021e+01
1.594800000000000040e+01 1.505400000000000027e+01
1.562599999999999945e+01 1.466699999999999982e+01
1.703300000000000125e+01 1.623400000000000176e+01
1.289300000000000068e+01 1.249900000000000055e+01
1.314499999999999957e+01 1.286800000000000033e+01
1.553699999999999903e+01 1.503899999999999970e+01
1.537599999999999945e+01 1.447799999999999976e+01
1.716800000000000281e+01 1.628600000000000136e+01
1.366699999999999982e+01 1.329199999999999982e+01
1.299699999999999989e+01 1.265600000000000058e+01
1.673900000000000077e+01 1.599699999999999989e+01
1.355600000000000094e+01 1.290000000000000036e+01
1.623799999999999955e+01 1.551099999999999923e+01
1.712399999999999878e+01 1.628200000000000003e+01
1.556900000000000084e+01 1.502500000000000036e+01
1.567000000000000171e+01 1.481900000000000084e+01
1.624500000000000099e+01 1.557300000000000040e+01
1.645199999999999818e+01 1.575099999999999945e+01
1.667999999999999972e+01 1.596000000000000085e+01
1.670599999999999952e+01 1.623499999999999943e+01
1.526099999999999923e+01 1.463499999999999979e+01
1.657300000000000040e+01 1.543999999999999950e+01
1.163300000000000090e+01 1.126500000000000057e+01
1.464700000000000024e+01 1.411100000000000065e+01
1.389400000000000013e+01 1.346499999999999986e+01
1.612800000000000011e+01 1.563299999999999912e+01
1.424799999999999933e+01 1.375999999999999979e+01
1.639900000000000091e+01 1.567300000000000004e+01
1.550600000000000023e+01 1.492699999999999960e+01
1.408999999999999986e+01 1.358600000000000030e+01
1.569099999999999895e+01 1.508399999999999963e+01
1.566699999999999982e+01 1.507900000000000063e+01
1.578599999999999959e+01 1.521499999999999986e+01
1.613800000000000168e+01 1.548700000000000010e+01
1.577999999999999936e+01 1.486899999999999977e+01
1.008599999999999852e+01 9.699999999999999289e+00
1.516099999999999959e+01 1.345299999999999940e+01
1.602599999999999980e+01 1.541699999999999982e+01
1.460500000000000043e+01 1.415900000000000070e+01
1.127599999999999980e+01 1.096599999999999930e+01
1.442800000000000082e+01 1.403400000000000070e+01
1.646799999999999997e+01 1.565300000000000047e+01
1.333499999999999908e+01 1.300399999999999956e+01
1.607199999999999918e+01 1.548399999999999999e+01
1.095999999999999908e+01 1.071599999999999930e+01
1.713099999999999667e+01 1.639399999999999835e+01
1.542699999999999960e+01 1.492999999999999972e+01
1.107799999999999940e+01 1.078899999999999970e+01
1.635800000000000054e+01 1.570599999999999952e+01
1.620899999999999963e+01 1.552500000000000036e+01
1.134100000000000108e+01 1.110500000000000043e+01
1.676900000000000190e+01 1.604700000000000060e+01
1.576900000000000013e+01 1.488000000000000078e+01
1.610000000000000142e+01 1.547799999999999976e+01
1.579899999999999949e+01 1.501099999999999923e+01
1.475200000000000067e+01 1.433000000000000007e+01
1.356499999999999950e+01 1.314899999999999913e+01
1.536500000000000021e+01 1.485599999999999987e+01
1.671999999999999886e+01 1.599399999999999977e+01
1.451400000000000112e+01 1.411800000000000033e+01
1.557900000000000063e+01 1.424399999999999977e+01
1.425400000000000134e+01 1.388000000000000078e+01
1.383500000000000085e+01 1.349200000000000088e+01
1.394400000000000084e+01 1.328400000000000070e+01
1.023399999999999999e+01 9.962999999999999190e+00
1.127800000000000047e+01 1.100200000000000067e+01
1.598199999999999932e+01 1.528800000000000026e+01
1.601099999999999923e+01 1.530700000000000038e+01
1.379600000000000115e+01 1.324600000000000044e+01
1.653399999999999892e+01 1.598300000000000054e+01
1.285800000000000054e+01 1.253100000000000058e+01
1.425099999999999945e+01 1.380100000000000016e+01
1.591400000000000148e+01 1.530300000000000082e+01
1.670700000000000074e+01 1.590300000000000047e+01
1.289700000000000024e+01 1.249200000000000088e+01
1.477399999999999913e+01 1.430599999999999916e+01
1.625600000000000023e+01 1.559699999999999953e+01
1.635399999999999920e+01 1.540600000000000058e+01
1.697000000000000242e+01 1.613800000000000168e+01
1.620599999999999952e+01 1.545599999999999952e+01
1.521100000000000030e+01 1.453899999999999970e+01
1.513799999999999990e+01 1.467900000000000027e+01
1.617099999999999937e+01 1.551600000000000001e+01
1.584799999999999898e+01 1.527599999999999980e+01
1.664300000000000068e+01 1.590199999999999925e+01
1.584999999999999964e+01 1.530700000000000038e+01
1.386100000000000065e+01 1.317300000000000004e+01
1.477499999999999858e+01 1.437299999999999933e+01
1.535599999999999987e+01 1.481799999999999962e+01
1.208099999999999952e+01 1.171499999999999986e+01
9.555999999999999162e+00 9.231999999999999318e+00
1.577000000000000135e+01 1.522000000000000064e+01
1.155299999999999905e+01 1.126699999999999946e+01
1.650199999999999889e+01 1.582300000000000040e+01
1.587500000000000000e+01 1.528899999999999970e+01
1.552999999999999936e+01 1.501099999999999923e+01
1.579400000000000048e+01 1.523300000000000054e+01
1.375800000000000090e+01 1.336700000000000088e+01
1.652700000000000102e+01 1.585699999999999932e+01
1.690099999999999980e+01 1.633699999999999974e+01
1.679300000000000281e+01 1.604500000000000171e+01
1.423199999999999932e+01 1.384900000000000020e+01
1.660999999999999943e+01 1.591499999999999915e+01
1.341300000000000026e+01 1.300200000000000067e+01
1.648399999999999821e+01 1.581799999999999962e+01
1.548000000000000043e+01 1.486500000000000021e+01
1.655799999999999983e+01 1.585299999999999976e+01
1.341800000000000104e+01 1.306300000000000061e+01
1.658899999999999864e+01 1.585500000000000043e+01
1.675200000000000244e+01 1.600400000000000134e+01
1.667200000000000060e+01 1.597400000000000020e+01
1.698099999999999810e+01 1.606899999999999906e+01
1.619999999999999929e+01 1.558000000000000007e+01
1.672599999999999909e+01 1.600600000000000023e+01
1.319500000000000028e+01 1.284399999999999942e+01
1.583900000000000041e+01 1.527299999999999969e+01
1.679799999999999827e+01 1.581099999999999994e+01
1.703000000000000114e+01 1.602400000000000091e+01
1.104300000000000104e+01 8.768000000000000682e+00
1.416099999999999959e+01 1.375900000000000034e+01
1.437699999999999889e+01 1.400399999999999956e+01
1.471099999999999852e+01 1.431199999999999939e+01
9.524000000000000909e+00 9.191000000000000725e+00
1.499200000000000088e+01 1.410800000000000054e+01
1.424699999999999989e+01 1.347799999999999976e+01
1.456700000000000017e+01 1.418500000000000050e+01
1.579400000000000048e+01 1.521100000000000030e+01
1.359500000000000064e+01 1.324300000000000033e+01
1.551900000000000013e+01 1.498799999999999955e+01
1.463499999999999979e+01 1.422700000000000031e+01
1.428999999999999915e+01 1.391399999999999970e+01
1.499500000000000099e+01 1.454400000000000048e+01
1.574399999999999977e+01 1.530899999999999928e+01
1.310299999999999976e+01 1.281300000000000061e+01
1.344399999999999906e+01 1.312299999999999933e+01
1.699000000000000199e+01 1.607700000000000173e+01
1.174500000000000099e+01 1.148900000000000077e+01
1.639199999999999946e+01 1.581499999999999950e+01
8.838999999999998636e+00 8.532999999999999474e+00
1.614499999999999957e+01 1.554299999999999926e+01
9.694000000000000838e+00 9.400000000000000355e+00
1.228500000000000014e+01 1.197600000000000087e+01
1.497700000000000031e+01 1.455100000000000016e+01
1.721299999999999741e+01 1.636199999999999832e+01
1.599899999999999878e+01 1.541399999999999970e+01
1.641700000000000159e+01 1.575900000000000034e+01
1.399300000000000033e+01 1.361599999999999966e+01
1.301900000000000013e+01 1.267699999999999960e+01
1.686800000000000210e+01 1.609100000000000108e+01
1.682100000000000151e+01 1.605900000000000105e+01
1.546100000000000030e+01 1.496400000000000041e+01
1.348500000000000121e+01 1.313000000000000078e+01
9.447999999999998622e+00 9.180999999999999162e+00
1.568699999999999939e+01 1.516399999999999970e+01
1.462100000000000044e+01 1.414100000000000001e+01
1.594300000000000139e+01 1.506300000000000061e+01
1.691300000000000026e+01 1.610099999999999909e+01
1.642800000000000082e+01 1.575000000000000000e+01
1.255899999999999928e+01 1.225099999999999945e+01
1.600900000000000034e+01 1.541200000000000081e+01
1.430700000000000038e+01 1.389000000000000057e+01
1.427800000000000047e+01 1.387100000000000044e+01
1.535599999999999987e+01 1.483600000000000030e+01
1.362700000000000067e+01 1.322400000000000020e+01
1.356400000000000006e+01 1.276900000000000013e+01
1.666100000000000136e+01 1.591300000000000026e+01
1.630600000000000094e+01 1.563400000000000034e+01
1.655699999999999861e+01 1.569599999999999973e+01
1.413400000000000034e+01 1.376500000000000057e+01
1.513500000000000156e+01 1.425200000000000067e+01
1.389499999999999957e+01 1.347100000000000009e+01
1.431400000000000006e+01 1.384999999999999964e+01
1.615599999999999881e+01 1.515700000000000003e+01
1.332900000000000063e+01 1.300500000000000078e+01
1.180900000000000105e+01 1.149300000000000033e+01
1.409699999999999953e+01 1.366099999999999959e+01
1.613299999999999912e+01 1.549099999999999966e+01
1.387699999999999889e+01 1.309099999999999930e+01
1.577599999999999980e+01 1.518900000000000006e+01
1.646999999999999886e+01 1.577899999999999991e+01
1.675799999999999912e+01 1.601999999999999957e+01
1.537500000000000000e+01 1.483699999999999974e+01
1.473599999999999888e+01 1.426399999999999935e+01
1.491500000000000092e+01 1.438700000000000045e+01
1.680100000000000193e+01 1.604500000000000171e+01
1.271099999999999852e+01 1.235399999999999920e+01
1.669500000000000028e+01 1.599300000000000033e+01
1.360599999999999987e+01 1.326200000000000045e+01
1.461200000000000010e+01 1.417999999999999972e+01
1.405000000000000071e+01 1.363700000000000045e+01
1.445800000000000018e+01 1.368699999999999939e+01
1.384299999999999997e+01 1.303400000000000070e+01
1.680400000000000205e+01 1.600900000000000034e+01
1.461100000000000065e+01 1.416699999999999982e+01
1.617600000000000193e+01 1.542200000000000060e+01
1.581299999999999883e+01 1.511599999999999966e+01
1.104100000000000037e+01 1.071199999999999974e+01
1.436399999999999899e+01 1.387599999999999945e+01
1.639399999999999835e+01 1.568299999999999983e+01
1.645100000000000051e+01 1.573199999999999932e+01
1.141600000000000037e+01 1.108200000000000074e+01
1.644600000000000151e+01 1.577800000000000047e+01
1.636899999999999977e+01 1.549900000000000055e+01
1.366999999999999993e+01 1.323799999999999955e+01
1.308099999999999952e+01 1.262299999999999933e+01
1.568100000000000094e+01 1.466600000000000037e+01
1.692200000000000060e+01 1.618100000000000094e+01
1.568699999999999939e+01 1.511500000000000021e+01
1.267500000000000071e+01 1.194800000000000040e+01
1.309099999999999930e+01 1.271499999999999986e+01
1.660999999999999943e+01 1.609100000000000108e+01
1.304800000000000004e+01 1.258200000000000074e+01
1.366399999999999970e+01 1.259299999999999997e+01
1.088799999999999990e+01 1.044999999999999929e+01
1.509999999999999964e+01 1.450600000000000023e+01
1.442900000000000027e+01 1.390399999999999991e+01
1.588199999999999967e+01 1.518399999999999928e+01
1.353600000000000136e+01 1.285800000000000054e+01
1.465600000000000058e+01 1.409299999999999997e+01
1.612399999999999878e+01 1.521199999999999974e+01
1.638899999999999935e+01 1.565199999999999925e+01
1.410899999999999999e+01 1.330700000000000038e+01
1.508799999999999919e+01 1.457699999999999996e+01
1.482199999999999918e+01 1.327399999999999913e+01
1.642200000000000060e+01 1.570199999999999996e+01
1.595299999999999940e+01 1.532399999999999984e+01
1.628600000000000136e+01 1.548000000000000043e+01
1.642099999999999937e+01 1.564799999999999969e+01
1.502400000000000091e+01 1.372000000000000064e+01
1.377399999999999913e+01 1.320199999999999996e+01
1.667600000000000193e+01 1.572000000000000064e+01
1.474400000000000155e+01 1.380300000000000082e+01
1.533699999999999974e+01 1.482499999999999929e+01
1.437899999999999956e+01 1.308000000000000007e+01
1.584299999999999997e+01 1.475399999999999956e+01
1.528599999999999959e+01 1.436500000000000021e+01
1.687999999999999901e+01 1.589799999999999969e+01
1.628000000000000114e+01 1.553100000000000058e+01
1.688400000000000034e+01 1.594100000000000072e+01
1.450099999999999945e+01 1.407399999999999984e+01
1.237800000000000011e+01 1.207600000000000051e+01
1.636100000000000065e+01 1.559699999999999953e+01
1.071599999999999930e+01 1.036299999999999955e+01
1.582899999999999885e+01 1.526399999999999935e+01
1.445500000000000007e+01 1.363499999999999979e+01
1.190900000000000070e+01 1.160200000000000031e+01
1.542999999999999972e+01 1.481700000000000017e+01
1.582000000000000028e+01 1.524200000000000088e+01
1.454899999999999949e+01 1.375300000000000011e+01
1.707400000000000162e+01 1.618900000000000006e+01
1.404599999999999937e+01 1.335399999999999920e+01
1.664000000000000057e+01 1.589000000000000057e+01
1.646799999999999997e+01 1.580599999999999916e+01
1.353200000000000003e+01 1.311299999999999955e+01
1.344200000000000017e+01 1.303400000000000070e+01
1.658800000000000097e+01 1.573099999999999987e+01
1.569100000000000072e+01 1.504800000000000004e+01
1.574199999999999910e+01 1.489499999999999957e+01
1.564000000000000057e+01 1.508300000000000018e+01
1.381799999999999962e+01 1.338299999999999912e+01
1.547200000000000131e+01 1.493500000000000050e+01
1.699599999999999866e+01 1.617599999999999838e+01
1.532699999999999996e+01 1.478899999999999970e+01
1.465000000000000036e+01 1.422199999999999953e+01
1.572199999999999953e+01 1.427200000000000024e+01
1.657999999999999829e+01 1.558000000000000007e+01
1.709900000000000020e+01 1.610999999999999943e+01
1.480599999999999916e+01 1.377699999999999925e+01
1.539199999999999946e+01 1.480799999999999983e+01
1.474200000000000088e+01 1.425200000000000067e+01
1.550500000000000078e+01 1.484800000000000075e+01
1.443799999999999883e+01 1.384999999999999964e+01
1.630600000000000094e+01 1.561800000000000033e+01
1.675799999999999912e+01 1.597300000000000075e+01
1.466999999999999993e+01 1.422000000000000064e+01
1.592099999999999937e+01 1.528800000000000026e+01
1.562900000000000134e+01 1.506000000000000050e+01
1.468799999999999883e+01 1.377399999999999913e+01
1.637600000000000122e+01 1.542200000000000060e+01
1.599899999999999878e+01 1.496199999999999974e+01
1.682199999999999918e+01 1.595599999999999952e+01
1.397000000000000064e+01 1.346400000000000041e+01
1.336700000000000088e+01 1.253700000000000081e+01
1.464499999999999957e+01 1.414100000000000001e+01
1.131099999999999994e+01 1.072700000000000031e+01
1.244700000000000095e+01 1.198700000000000010e+01
1.617399999999999949e+01 1.553899999999999970e+01
1.324799999999999933e+01 1.239400000000000013e+01
1.567500000000000071e+01 1.506300000000000061e+01
1.539900000000000091e+01 1.454400000000000048e+01
1.471100000000000030e+01 1.405400000000000027e+01
1.600999999999999801e+01 1.535399999999999920e+01
1.619299999999999784e+01 1.543399999999999928e+01
1.458999999999999986e+01 1.410800000000000054e+01
1.222999999999999865e+01 1.187599999999999945e+01
1.332099999999999973e+01 1.246899999999999942e+01
1.561200000000000010e+01 1.475399999999999956e+01
1.492200000000000060e+01 1.340099999999999980e+01
1.584800000000000075e+01 1.521000000000000085e+01
1.707200000000000273e+01 1.648100000000000165e+01
1.649299999999999855e+01 1.582699999999999996e+01
1.419299999999999962e+01 1.327299999999999969e+01
1.577999999999999936e+01 1.478599999999999959e+01
1.401900000000000013e+01 1.328800000000000026e+01
1.058399999999999963e+01 1.021499999999999986e+01
1.473099999999999987e+01 1.422400000000000020e+01
1.547700000000000031e+01 1.469800000000000040e+01
1.682100000000000151e+01 1.593599999999999994e+01
1.654700000000000060e+01 1.593399999999999928e+01
1.502800000000000047e+01 1.438400000000000034e+01
1.673199999999999932e+01 1.587500000000000000e+01
1.077499999999999858e+01 1.032199999999999918e+01
1.642899999999999849e+01 1.569599999999999973e+01
1.605499999999999972e+01 1.541900000000000048e+01
1.310299999999999976e+01 1.239899999999999913e+01
1.449499999999999922e+01 1.375099999999999945e+01
1.607000000000000028e+01 1.508399999999999963e+01
1.461299999999999955e+01 1.402299999999999969e+01
1.567799999999999905e+01 1.486999999999999922e+01
1.696400000000000219e+01 1.630900000000000105e+01
1.554499999999999993e+01 1.489700000000000024e+01
1.674299999999999855e+01 1.597400000000000020e+01
1.377899999999999991e+01 1.326099999999999923e+01
1.232099999999999973e+01 1.186599999999999966e+01
1.632600000000000051e+01 1.544800000000000040e+01
1.529400000000000048e+01 1.463000000000000078e+01
1.506700000000000017e+01 1.429400000000000048e+01
1.553100000000000058e+01 1.486800000000000033e+01
1.240700000000000003e+01 1.190300000000000047e+01
1.511200000000000010e+01 1.365399999999999991e+01
1.681899999999999906e+01 1.568599999999999994e+01
1.120000000000000107e+01 1.083600000000000030e+01
1.314400000000000013e+01 1.281300000000000061e+01
1.552799999999999869e+01 1.497899999999999920e+01
1.682900000000000063e+01 1.583900000000000041e+01
1.449300000000000033e+01 1.405199999999999960e+01
1.228899999999999970e+01 1.184200000000000053e+01
1.285700000000000109e+01 1.244100000000000072e+01
1.595299999999999940e+01 1.536800000000000033e+01
1.641799999999999926e+01 1.563299999999999912e+01
1.338599999999999923e+01 1.257099999999999973e+01
1.481899999999999906e+01 1.434999999999999964e+01
1.225099999999999945e+01 1.194699999999999918e+01
1.520800000000000018e+01 1.470899999999999963e+01
1.659900000000000020e+01 1.575900000000000034e+01
1.037199999999999989e+01 1.001800000000000068e+01
1.678099999999999881e+01 1.596700000000000053e+01
1.655199999999999960e+01 1.594699999999999918e+01
1.676200000000000045e+01 1.575799999999999912e+01
1.191199999999999903e+01 1.153299999999999947e+01
1.644599999999999795e+01 1.541399999999999970e+01
1.682600000000000051e+01 1.575999999999999979e+01
1.251699999999999946e+01 1.211200000000000010e+01
1.115199999999999925e+01 1.070299999999999940e+01
1.501299999999999990e+01 1.459099999999999930e+01
1.570599999999999952e+01 1.512199999999999989e+01
1.433000000000000007e+01 1.393599999999999994e+01
9.826999999999999957e+00 9.538000000000000256e+00
1.307500000000000107e+01 1.239000000000000057e+01
1.440499999999999936e+01 1.364899999999999913e+01
1.366999999999999993e+01 1.329800000000000004e+01
1.650499999999999901e+01 1.549300000000000033e+01
1.448200000000000109e+01 1.374600000000000044e+01
1.043099999999999916e+01 8.164999999999999147e+00
1.601999999999999957e+01 1.540199999999999925e+01
1.380499999999999972e+01 1.327800000000000047e+01
1.591899999999999871e+01 1.540499999999999936e+01
1.493599999999999994e+01 1.436700000000000088e+01
1.151900000000000013e+01 1.109800000000000075e+01
1.568099999999999916e+01 1.466999999999999993e+01
1.562500000000000000e+01 1.502800000000000047e+01
1.225999999999999979e+01 1.187199999999999989e+01
1.494299999999999962e+01 1.431700000000000017e+01
1.607399999999999807e+01 1.506099999999999994e+01
1.676500000000000057e+01 1.583200000000000074e+01
1.307499999999999929e+01 1.260599999999999987e+01
1.615500000000000114e+01 1.526999999999999957e+01
1.371899999999999942e+01 1.315199999999999925e+01
1.666000000000000014e+01 1.573199999999999932e+01
1.616100000000000136e+01 1.543800000000000061e+01
1.438100000000000023e+01 1.388799999999999990e+01
1.143800000000000061e+01 1.099399999999999977e+01
1.144000000000000128e+01 1.105000000000000071e+01
1.672899999999999920e+01 1.561999999999999922e+01
1.415700000000000003e+01 1.373300000000000054e+01
1.288000000000000078e+01 1.251500000000000057e+01
1.585899999999999999e+01 1.523600000000000065e+01
1.632900000000000063e+01 1.545700000000000074e+01
1.489100000000000001e+01 1.423300000000000054e+01
1.483399999999999963e+01 1.421899999999999942e+01
1.108799999999999919e+01 1.067099999999999937e+01
1.396700000000000053e+01 1.349600000000000044e+01
1.529499999999999993e+01 1.447000000000000064e+01
1.694800000000000040e+01 1.623400000000000176e+01
1.457000000000000028e+01 1.406900000000000084e+01
1.571499999999999986e+01 1.505100000000000016e+01
1.569500000000000028e+01 1.514100000000000001e+01
1.486200000000000010e+01 1.392099999999999937e+01
1.437899999999999956e+01 1.395599999999999952e+01
1.667899999999999849e+01 1.573700000000000010e+01
9.833000000000000185e+00 9.535000000000000142e+00
1.566799999999999926e+01 1.511999999999999922e+01
1.490800000000000125e+01 1.446400000000000041e+01
1.639100000000000179e+01 1.565900000000000070e+01
1.688899999999999935e+01 1.610200000000000031e+01
1.674800000000000111e+01 1.607900000000000063e+01
1.478599999999999959e+01 1.414499999999999957e+01
1.666600000000000037e+01 1.589100000000000001e+01
1.579599999999999937e+01 1.523399999999999999e+01
1.588499999999999979e+01 1.516900000000000048e+01
1.586299999999999955e+01 1.516600000000000037e+01
1.621700000000000230e+01 1.525200000000000067e+01
1.607600000000000051e+01 1.546700000000000053e+01
1.240000000000000036e+01 1.198799999999999955e+01
1.613799999999999812e+01 1.511299999999999955e+01
1.624699999999999989e+01 1.562100000000000044e+01
1.134200000000000053e+01 1.093500000000000050e+01
1.482300000000000040e+01 1.428800000000000026e+01
1.677200000000000202e+01 1.600700000000000145e+01
1.672700000000000031e+01 1.570400000000000063e+01
8.208999999999999631e+00 7.455000000000000071e+00
1.468599999999999994e+01 1.415799999999999947e+01
1.416099999999999959e+01 1.347899999999999920e+01
1.414199999999999946e+01 1.333000000000000007e+01
1.229400000000000048e+01 1.184500000000000064e+01
1.692900000000000205e+01 1.618700000000000117e+01
1.606200000000000117e+01 1.542600000000000016e+01
1.584099999999999930e+01 1.482499999999999929e+01
1.607300000000000040e+01 1.548000000000000043e+01
1.109699999999999953e+01 1.062800000000000011e+01
1.462900000000000134e+01 1.399900000000000055e+01
1.494599999999999973e+01 1.433399999999999963e+01
1.493299999999999983e+01 1.420500000000000007e+01
1.580899999999999928e+01 1.473799999999999955e+01
1.066799999999999926e+01 8.401999999999999247e+00
1.318900000000000006e+01 1.267600000000000016e+01
1.410099999999999909e+01 1.358399999999999963e+01
1.463499999999999979e+01 1.410899999999999999e+01
1.673300000000000054e+01 1.596400000000000041e+01
1.680099999999999838e+01 1.605699999999999861e+01
1.450999999999999979e+01 1.374799999999999933e+01
1.656299999999999883e+01 1.555100000000000016e+01
1.578299999999999947e+01 1.514499999999999957e+01
1.671499999999999986e+01 1.596499999999999986e+01
1.400099999999999945e+01 1.352999999999999936e+01
1.561400000000000077e+01 1.380000000000000071e+01
1.337700000000000067e+01 1.293900000000000006e+01
1.221199999999999974e+01 1.176500000000000057e+01
1.645100000000000051e+01 1.560299999999999976e+01
1.670599999999999952e+01 1.583699999999999974e+01
1.419899999999999984e+01 1.343999999999999950e+01
1.673999999999999844e+01 1.598099999999999987e+01
1.639999999999999858e+01 1.529899999999999949e+01
1.590300000000000047e+01 1.507699999999999996e+01
1.205699999999999861e+01 1.151399999999999935e+01
1.659600000000000009e+01 1.577800000000000047e+01
1.134399999999999942e+01 1.060399999999999920e+01
1.443799999999999883e+01 1.377299999999999969e+01
1.680399999999999849e+01 1.599000000000000021e+01
1.421100000000000030e+01 1.358000000000000007e+01
1.673600000000000065e+01 1.596100000000000030e+01
1.372800000000000153e+01 1.311100000000000065e+01
1.495899999999999963e+01 1.427999999999999936e+01
1.597300000000000075e+01 1.528800000000000026e+01
1.510200000000000031e+01 1.455199999999999960e+01
1.119200000000000017e+01 1.068599999999999994e+01
1.515900000000000070e+01 1.455100000000000016e+01
1.376699999999999946e+01 1.318399999999999928e+01
1.419800000000000040e+01 1.331000000000000050e+01
1.647599999999999909e+01 1.570700000000000074e+01
1.644099999999999895e+01 1.563199999999999967e+01
1.578500000000000014e+01 1.516999999999999993e+01
1.604299999999999926e+01 1.528400000000000070e+01
1.584699999999999953e+01 1.513499999999999979e+01
1.639799999999999969e+01 1.562599999999999945e+01
1.591500000000000092e+01 1.512400000000000055e+01
1.605699999999999861e+01 1.524399999999999977e+01
1.653300000000000125e+01 1.576800000000000068e+01
1.588100000000000023e+01 1.507699999999999996e+01
1.544899999999999984e+01 1.480899999999999928e+01
1.536700000000000088e+01 1.431099999999999994e+01
1.414199999999999946e+01 1.357799999999999940e+01
1.635200000000000031e+01 1.577999999999999936e+01
1.252500000000000036e+01 1.191699999999999982e+01
1.257500000000000107e+01 1.205300000000000082e+01
1.591999999999999993e+01 1.522000000000000064e+01
1.529999999999999893e+01 1.477999999999999936e+01
1.590799999999999947e+01 1.479299999999999926e+01
1.633099999999999952e+01 1.529700000000000060e+01
1.525399999999999956e+01 1.439499999999999957e+01
1.493800000000000061e+01 1.422300000000000075e+01
1.359700000000000131e+01 1.308200000000000074e+01
1.049800000000000111e+01 1.000900000000000034e+01
1.496700000000000053e+01 1.434600000000000009e+01
1.274399999999999977e+01 1.216600000000000037e+01
1.256900000000000084e+01 1.184500000000000064e+01
1.456200000000000117e+01 1.365300000000000047e+01
1.526800000000000068e+01 1.447799999999999976e+01
1.617300000000000182e+01 1.546000000000000085e+01
1.372200000000000131e+01 1.224200000000000088e+01
1.641700000000000159e+01 1.567500000000000071e+01
1.562500000000000000e+01 1.486299999999999955e+01
1.550199999999999889e+01 1.466699999999999982e+01
9.780999999999998806e+00 9.180999999999999162e+00
1.385599999999999987e+01 1.305799999999999983e+01
1.601900000000000190e+01 1.501800000000000068e+01
1.647400000000000020e+01 1.575099999999999945e+01
1.562800000000000011e+01 1.484600000000000009e+01
1.492200000000000060e+01 1.417300000000000004e+01
1.578699999999999903e+01 1.513899999999999935e+01
1.560400000000000098e+01 1.483900000000000041e+01
1.536800000000000033e+01 1.460299999999999976e+01
1.608399999999999963e+01 1.500000000000000000e+01
1.328200000000000003e+01 1.260500000000000043e+01
1.538100000000000023e+01 1.470199999999999996e+01
1.288299999999999912e+01 1.221299999999999919e+01
1.313400000000000034e+01 1.246400000000000041e+01
1.338199999999999967e+01 1.265300000000000047e+01
1.598000000000000043e+01 1.515300000000000047e+01
1.354899999999999949e+01 1.281199999999999939e+01
1.629599999999999937e+01 1.541999999999999993e+01
1.588900000000000112e+01 1.497000000000000064e+01
1.513200000000000145e+01 1.447600000000000087e+01
1.507199999999999918e+01 1.398700000000000010e+01
1.378299999999999947e+01 1.313599999999999923e+01
1.280499999999999972e+01 1.206199999999999939e+01
1.662999999999999901e+01 1.550799999999999912e+01
1.644600000000000151e+01 1.563799999999999990e+01
1.279899999999999949e+01 1.224300000000000033e+01
