ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_mag,phot_rp_mean_flux_over_error,bp_rp,teff_val,lum_val
290.23906547809,44.21506800114096,0.20964520753530463,0.06090215733466955,-6.939526588900367,-9.270046740116971,17.10205,17.486004,116.52515,16.547728,302.1542,0.9382763,,
289.7703638526587,43.82224554815108,0.43329210648002975,0.05491191731519068,-4.291321843672422,-8.290498512852677,16.49808,16.880384,66.39304,15.911033,95.10139,0.96935177,5327.5,1.0412145
290.33435626432646,43.75016463282418,,,,,17.910706,17.275331,94.40128,15.838145,124.796875,1.4371862,,
289.96994295289375,44.31777350423799,0.5536774322777417,0.03532046723898722,-0.07852123577755887,5.456123350594494,14.81945,15.169357,652.77277,14.305542,902.6242,0.8638153,5837.7573,2.8578808
290.3214240761965,43.64954267833958,0.38757249990595305,0.0630543323881487,0.16649800372216195,3.2216885443958474,16.9057,17.350655,137.45906,16.325594,192.37872,1.0250607,5165.885,
289.8323797055603,43.76159605901444,1.7031411093788122,0.33489242601356356,-4.234570145168931,-0.14827432158247653,16.674156,17.036139,146.43692,15.680535,120.537865,1.3556032,4930.6665,
289.7917245607391,43.80163398948309,0.2870010463126866,0.061841608323180045,2.170734744430882,4.536434101307657,16.974022,17.365555,91.20381,16.40699,220.84874,0.95856476,5332.0,
290.28768776735535,44.10834624615081,0.11843295295527792,0.05468662789397616,-2.2500615423913604,-5.608999976521346,16.98813,17.347761,191.17424,16.480354,207.32698,0.86740685,5644.733,
290.5077732255445,44.08448644582091,0.45451598283753686,0.050629971514626705,1.7731844343714158,-2.7903560190037484,16.574772,16.931068,177.8955,16.046715,316.5628,0.88435364,5685.027,0.8502371
290.43500488800163,44.09873130878452,1.651535296936171,0.022971792295440465,-1.694089877515924,8.369863329556635,14.56718,14.949792,336.04117,14.022167,839.5305,0.9276247,5412.6665,0.41979238
290.2231706531072,43.75854450502535,0.3807833320370357,0.0658056201740302,0.053300286035222744,-7.235032380541412,16.497528,16.687706,31.91122,15.779724,46.041283,0.9079819,5333.5,
289.8756774554677,43.789814217703956,1.0490955875584584,0.02571254599924713,3.4635951857333223,-3.913875907454555,15.155421,15.610409,23.49882,14.543438,26.360437,1.0669708,5042.067,0.64162296
289.9074724546298,44.07493186436967,0.5646942714338828,0.042164761675025676,-2.4334954378375264,-4.430129574871865,16.461554,16.863028,200.10768,15.887183,277.53824,0.9758444,5313.033,0.63524187
290.22863251571516,43.70329040709222,0.16331948997550624,0.04692532322028964,-1.6477987097967859,-5.878879727255734,16.391436,16.893833,149.78712,15.727113,305.65314,1.1667204,4891.5,
289.9689176406199,44.07918892959549,0.1580536235194021,0.06113162139674582,-1.991241617854243,-4.413256060137972,16.979431,17.441587,101.51634,16.357994,188.4532,1.0835934,5057.0,
290.3443974864159,44.00962318001576,3.6662026571386095,0.011907544995289999,-21.754839116263128,-48.478678290756775,13.109031,13.554347,1046.9153,12.509652,1857.2756,1.0446949,5237.0,0.3341579
289.88812486733514,43.727443894100695,0.7488769904127466,0.04352451537767111,2.4392973374207223,-10.488712856901124,16.238369,16.772682,176.58011,15.56618,422.1852,1.206502,4896.8,0.47985616
290.48390936494377,43.82750510194569,,,,,17.654882,17.282446,84.25425,15.779844,87.44673,1.5026016,,
290.4036219929083,43.736516443091965,0.46475033463204013,0.054068255316488824,-0.18907726530478808,-6.06271714071355,16.693188,17.058895,87.164154,16.147718,219.34526,0.9111767,5411.25,0.7482385
289.9692216552918,43.93649233831692,0.6394020139931281,0.044809330493636064,-9.5600654235622,-14.485310746493916,16.492395,17.003725,192.18512,15.834342,288.762,1.169383,4940.0,0.5155369
290.0900830318537,43.98163342105847,0.35982674084291144,0.03964113393665209,-2.0176038162328203,-0.7193836499744654,16.339031,16.708595,170.92784,15.795288,318.8027,0.9133072,5413.0,1.7292818
289.9879339973113,44.292234756376644,0.42075083657310314,0.040683447002520336,-2.0466908699302087,-5.458548996775724,16.349422,16.744839,270.3896,15.790852,436.07013,0.9539871,5363.3335,1.2603195
289.98218684993844,44.297722568106785,0.16434603498419337,0.04436029360078029,-2.2025983986225155,-6.792636906831582,16.440292,16.993729,175.8765,15.741317,325.49567,1.2524118,4876.0,
290.15247391198835,43.991269388698136,0.14828959935418304,0.053960003293399145,-3.4050778550352234,-5.081275330611895,16.975124,17.33185,177.21675,16.440866,201.48152,0.8909836,5555.08,
290.26827280127446,44.41011856777335,0.5067464670413492,0.04625202162732149,-4.54342435001237,-4.985283465202168,16.556927,17.04571,169.82089,15.892433,341.03787,1.1532764,5064.5,0.7529592
290.1227174102397,43.697750695328814,0.31206344679705417,0.01926733357190577,-1.779056805285532,-2.6894409155851706,14.587802,15.114255,593.9474,13.913324,889.6455,1.2009306,4898.6665,12.63202
290.1051185902941,44.32071250449572,0.8778488209878044,0.02509553804130559,-1.3293466014109212,-9.564042662823383,14.955697,15.350803,248.09839,14.407782,587.7244,0.9430218,5400.6665,1.0403552
290.41354773200754,44.22037678090041,0.13135312911546523,0.0751575018470591,-1.486933045112004,-7.678273982343601,16.435604,16.795345,179.36064,15.8816,309.1846,0.9137449,5403.69,
289.89769509313294,44.08370269289914,0.579918474308424,0.05576225175088131,-1.3452010409619302,-7.7230013860561915,16.813961,17.230396,143.44685,16.224768,219.34694,1.0056286,5263.0737,0.4384972
289.90841268099837,43.99364671121154,0.2886718671078163,0.04017388376901016,-4.1233174064505045,-8.960351976557114,16.323845,16.701359,208.80775,15.776272,374.8076,0.925087,5269.0,
290.1215271588549,43.666365260444195,0.15634429204156214,0.05348932039344345,-2.344216261381497,-3.15155749610412,16.89402,17.272491,146.63098,16.353745,291.63452,0.91874695,5427.0,
290.28864385673035,44.02200112419171,0.29372740238876577,0.030748562766741417,-3.0467624181059425,-5.504613476429503,15.801392,16.291979,235.65991,15.154396,482.69235,1.1375828,4895.0,4.666889
290.45619232518686,43.90184889666911,1.1099796289583437,0.04056317062349222,-1.3139399392471298,0.28425201750397,16.340237,16.96904,231.06818,15.595082,320.89236,1.3739576,4829.73,0.20234048
290.1148935838283,44.171203529290274,0.716445095231778,0.029214611023487488,-5.479433176324261,7.355962497943338,15.675059,16.066504,277.55988,15.11709,395.48657,0.9494133,5357.41,0.8095407
290.07730212554463,44.15817235193132,0.524197393622598,0.03118156644231217,-4.6885045193939705,-11.68881921829838,15.903964,16.30311,334.7558,15.346594,390.03738,0.95651627,5378.5,1.2215118
290.1625327245009,43.74467751225984,0.5586649956361236,0.06953962344949516,-0.7881586385030156,-5.487719570716613,17.125135,17.495165,87.90919,16.566164,179.5839,0.92900085,,
290.05194661299765,44.293377318237326,0.22332241085127702,0.04540079932541968,-1.6242406845806228,-3.816901341060118,16.583273,17.046267,205.47063,15.965805,307.0211,1.0804615,5034.987,
290.1369164386131,43.674915212240634,0.38224961148245606,0.02531222257797215,1.3218953195332452,-2.7426846086928416,15.045954,15.393306,368.96713,14.534877,638.2542,0.85842896,5759.0,4.8896227
